Date,Temperature_C,pH,Dissolved_Oxygen_mg_L,Ammonia_mg_L,Nitrate_mg_L,Turbidity_NTU,Feed_Intake_Percent,Growth_Rate_g_week,Mortality_Count_per_day,Disease_Outbreak
2024-08-24,26.61,6.67,8.41,0.02,28.7,18.71,65.0,2.01,6,0
2024-08-25,25.57,6.55,6.12,0.18,29.54,47.2,100.0,1.87,3,0
2024-08-26,23.83,7.32,7.31,0.08,13.74,40.89,76.5,2.27,2,0
2024-08-27,21.46,6.95,9.5,0.08,33.0,23.78,87.2,1.34,1,0
2024-08-28,20.06,6.13,3.19,4.48,80.56,62.59,59.8,0.54,18,1
2024-08-29,30.64,5.5,2.44,4.2,70.93,62.21,47.9,0.66,14,1
2024-08-30,31.9,8.38,2.82,1.39,89.15,82.26,34.9,0.56,17,1
2024-08-31,29.51,5.54,3.38,3.1,62.35,74.0,53.4,0.86,23,1
2024-09-01,26.79,7.06,6.26,0.11,19.02,21.42,69.0,1.69,2,0
2024-09-02,18.0,6.13,3.07,2.17,64.24,87.09,31.6,0.31,29,1
2024-09-03,24.44,6.8,7.52,0.23,33.07,33.9,90.4,1.87,4,0
2024-09-04,25.72,6.86,5.5,0.8,15.9,25.61,75.0,1.79,6,0
2024-09-05,22.74,7.02,5.5,0.15,30.65,27.28,100.0,1.42,5,0
2024-09-06,25.06,6.9,6.65,0.07,26.45,22.6,91.7,1.45,4,0
2024-09-07,28.87,6.12,2.02,1.26,74.1,89.91,30.1,0.86,21,1
2024-09-08,23.21,7.01,5.71,0.19,32.02,47.2,83.3,1.0,2,0
2024-09-09,21.21,6.87,5.53,0.02,11.93,42.08,92.9,1.68,3,0
2024-09-10,18.0,8.23,4.34,1.17,59.46,79.81,48.5,0.32,18,1
2024-09-11,26.47,7.29,6.05,0.59,24.62,30.46,78.8,1.68,5,0
2024-09-12,29.25,5.61,4.43,3.77,60.93,91.79,32.8,0.58,29,1
2024-09-13,27.08,7.14,7.62,0.23,16.99,48.15,85.4,1.29,4,0
2024-09-14,28.32,6.18,3.87,3.9,84.71,61.36,35.8,0.62,17,1
2024-09-15,26.0,6.9,5.5,0.63,6.21,42.19,94.9,1.59,5,0
2024-09-16,25.81,7.17,8.59,0.15,16.06,37.6,73.2,1.23,3,0
2024-09-17,18.0,5.9,4.26,1.26,90.24,67.99,52.2,0.49,28,1
2024-09-18,21.72,6.95,9.5,0.01,34.53,25.34,89.4,1.42,5,0
2024-09-19,27.03,7.14,6.76,0.31,9.52,47.31,98.3,2.14,1,0
2024-09-20,22.55,7.02,9.07,0.8,19.51,29.62,87.1,1.62,7,0
2024-09-21,24.02,6.84,6.98,0.14,17.97,34.93,81.3,1.7,5,0
2024-09-22,22.41,6.81,5.5,0.31,5.55,36.16,69.8,1.98,1,0
2024-09-23,22.51,7.11,9.19,0.54,6.31,19.47,67.6,1.27,1,0
2024-09-24,29.67,5.67,2.48,2.81,90.86,88.15,32.0,0.72,37,1
2024-09-25,29.97,8.32,3.91,1.24,71.54,66.03,52.6,0.85,17,1
2024-09-26,25.38,6.98,5.62,0.4,31.01,35.05,76.9,1.81,5,0
2024-09-27,23.41,6.56,9.5,0.03,33.87,45.61,90.8,1.94,5,0
2024-09-28,22.88,7.32,9.02,0.02,30.79,28.33,76.2,1.46,4,0
2024-09-29,24.01,6.56,6.77,0.45,28.14,19.12,70.6,1.75,5,0
2024-09-30,19.25,8.34,4.37,2.29,56.1,78.14,33.4,0.86,39,1
2024-10-01,25.49,7.46,6.96,0.16,33.31,46.1,88.9,1.85,1,0
2024-10-02,18.0,5.7,4.42,1.89,88.63,79.12,47.1,0.51,20,1
2024-10-03,18.0,6.21,3.53,4.04,79.79,75.19,54.6,0.84,16,1
2024-10-04,25.81,7.16,7.45,0.23,10.07,22.9,78.1,2.07,8,0
2024-10-05,23.57,6.5,6.15,0.41,7.39,11.94,65.1,1.13,2,0
2024-10-06,18.0,5.74,4.48,3.31,52.27,63.66,56.4,0.62,18,1
2024-10-07,21.02,7.11,6.92,0.03,19.78,16.43,87.0,1.02,3,0
2024-10-08,23.6,6.84,8.78,0.47,5.94,48.67,66.0,1.78,3,0
2024-10-09,25.28,6.98,7.81,0.2,26.09,12.72,68.8,1.53,3,0
2024-10-10,22.8,7.01,8.55,0.13,12.02,11.99,93.5,1.32,6,0
2024-10-11,27.04,6.92,7.24,0.01,19.89,31.78,89.4,1.85,8,0
2024-10-12,22.75,7.8,7.15,0.06,32.03,36.97,77.2,1.78,2,0
2024-10-13,27.05,6.5,7.29,0.06,34.61,32.45,76.6,1.37,3,0
2024-10-14,26.45,6.5,7.94,0.02,9.87,45.8,74.0,1.95,3,0
2024-10-15,25.39,6.67,5.5,0.18,12.62,43.01,100.0,2.5,2,0
2024-10-16,22.09,7.18,6.03,0.15,17.47,28.77,77.1,1.62,4,0
2024-10-17,18.0,5.92,2.7,1.45,78.77,62.63,34.0,0.69,31,1
2024-10-18,25.04,7.19,8.02,0.07,31.78,28.35,81.5,1.69,4,0
2024-10-19,27.11,7.1,9.12,0.01,32.04,32.3,85.9,1.73,4,0
2024-10-20,30.92,6.03,2.02,1.33,52.44,85.39,32.4,0.73,22,1
2024-10-21,25.14,6.97,9.39,0.03,16.92,23.47,89.1,2.03,1,0
2024-10-22,24.56,7.19,5.85,0.23,29.99,15.0,86.6,1.38,7,0
2024-10-23,31.44,5.94,2.14,2.29,72.76,79.61,51.9,0.51,12,1
2024-10-24,25.63,6.86,5.5,0.15,30.08,15.95,79.8,1.54,1,0
2024-10-25,21.19,6.84,8.76,0.62,28.15,26.72,69.2,1.63,4,0
2024-10-26,21.2,7.06,8.21,0.08,22.21,42.86,100.0,1.72,3,0
2024-10-27,23.65,7.28,6.13,0.03,33.54,34.89,74.7,2.02,6,0
2024-10-28,26.61,7.31,5.5,0.08,29.74,34.33,82.8,1.9,5,0
2024-10-29,19.19,5.64,4.29,3.94,88.14,87.0,56.4,0.78,23,1
2024-10-30,24.1,6.57,6.63,0.18,14.62,39.78,84.4,1.83,5,0
2024-10-31,26.09,6.96,7.39,0.28,14.77,49.34,100.0,1.6,2,0
2024-11-01,29.63,8.26,3.72,2.8,59.01,71.19,47.8,0.34,30,1
2024-11-02,24.55,7.39,7.94,0.49,10.7,14.41,77.4,1.85,6,0
2024-11-03,23.74,7.35,6.53,0.12,34.23,49.45,90.3,1.92,4,0
2024-11-04,24.4,7.49,8.07,0.21,13.17,16.78,99.6,1.94,5,0
2024-11-05,26.19,6.7,9.5,0.48,15.21,10.26,90.6,1.59,2,0
2024-11-06,18.72,5.68,3.6,1.19,68.33,66.21,33.3,0.64,11,1
2024-11-07,18.0,8.44,2.35,1.0,86.46,63.07,49.0,0.85,36,1
2024-11-08,24.41,6.65,7.92,0.34,9.0,42.23,79.0,1.68,0,0
2024-11-09,24.15,6.68,9.5,0.33,33.84,34.11,93.1,1.61,6,0
2024-11-10,24.56,6.6,9.34,0.19,30.74,21.94,92.0,2.1,6,0
2024-11-11,18.1,5.52,2.66,4.34,77.16,92.69,36.1,0.39,15,1
2024-11-12,29.58,8.34,2.79,1.4,54.81,85.18,55.6,0.45,12,1
2024-11-13,31.01,5.85,3.47,3.19,79.4,62.46,48.9,0.87,11,1
2024-11-14,23.85,7.51,8.57,0.03,11.01,26.54,65.8,1.8,4,0
2024-11-15,24.07,6.5,9.5,0.02,18.94,42.83,96.2,1.82,2,0
2024-11-16,26.59,7.2,7.44,0.16,17.32,19.25,66.1,1.61,1,0
2024-11-17,29.92,8.33,2.89,1.03,87.76,61.12,58.2,0.84,11,1
2024-11-18,23.96,6.99,7.05,0.08,16.66,26.64,81.1,1.77,6,0
2024-11-19,23.6,7.24,7.81,0.2,31.9,49.31,80.8,1.25,5,0
2024-11-20,21.73,7.27,6.6,0.03,29.17,36.77,80.2,2.19,6,0
2024-11-21,22.47,6.66,6.28,0.3,7.85,13.8,87.7,1.43,2,0
2024-11-22,18.19,8.31,3.62,1.73,56.53,91.65,59.1,0.9,19,1
2024-11-23,27.16,7.05,6.54,0.02,31.81,31.19,94.7,1.85,1,0
2024-11-24,23.29,6.88,9.5,0.01,13.25,11.31,77.3,1.97,5,0
2024-11-25,24.5,7.24,8.85,0.37,11.01,18.44,74.6,1.91,7,0
2024-11-26,29.36,6.0,4.27,1.37,82.41,84.05,32.9,0.85,34,1
2024-11-27,25.47,6.81,7.74,0.56,16.96,30.89,80.9,1.22,4,0
2024-11-28,23.36,6.65,9.5,0.41,11.41,10.43,91.1,1.86,2,0
2024-11-29,23.52,7.26,7.72,0.02,18.71,47.69,98.6,1.93,4,0
2024-11-30,26.25,7.08,8.51,0.45,15.75,17.33,71.2,2.04,3,0
2024-12-01,26.39,6.83,6.5,0.04,26.46,12.77,77.5,1.33,8,0
2024-12-02,23.18,7.33,7.1,0.08,12.19,24.9,88.4,1.25,3,0
2024-12-03,24.49,6.86,8.4,0.15,33.63,46.43,92.0,1.68,3,0
2024-12-04,26.15,7.0,6.93,0.12,27.21,22.51,88.5,2.06,4,0
2024-12-05,24.56,6.85,9.5,0.25,19.26,41.62,93.1,1.58,6,0
2024-12-06,23.64,6.81,8.02,0.11,28.44,24.64,92.7,1.36,3,0
2024-12-07,26.7,7.54,5.5,0.38,33.13,13.65,65.0,2.16,5,0
2024-12-08,32.73,5.62,2.85,4.47,73.56,67.16,40.0,0.5,37,1
2024-12-09,29.77,8.3,3.46,3.41,75.52,83.93,30.1,0.86,14,1
2024-12-10,27.75,6.64,8.71,0.04,6.76,22.22,81.7,1.6,1,0
2024-12-11,25.62,6.5,5.5,0.1,27.0,44.85,91.2,1.61,3,0
2024-12-12,26.9,6.93,5.5,0.48,22.71,13.88,100.0,1.83,5,0
2024-12-13,27.88,6.64,8.16,0.73,28.93,46.86,71.3,1.32,5,0
2024-12-14,29.54,8.38,2.91,3.14,81.32,71.99,33.2,0.34,19,1
2024-12-15,28.49,6.7,8.17,0.01,9.23,34.35,79.6,1.51,1,0
2024-12-16,24.83,7.08,7.93,0.68,18.41,27.48,91.7,1.66,6,0
2024-12-17,25.75,6.52,7.63,0.04,22.59,40.57,90.0,2.08,6,0
2024-12-18,18.0,8.26,3.78,1.74,80.26,84.65,46.8,0.84,24,1
2024-12-19,28.06,7.14,9.5,0.19,33.23,29.45,81.6,2.14,7,0
2024-12-20,25.27,7.31,8.19,0.02,30.57,31.94,78.9,1.4,2,0
2024-12-21,30.22,8.39,3.91,2.57,85.54,81.64,33.4,0.39,29,1
2024-12-22,27.35,7.69,5.5,0.1,20.01,16.42,82.2,1.32,3,0
2024-12-23,23.44,6.68,9.04,0.19,33.69,40.67,66.4,2.01,6,0
2024-12-24,25.31,7.34,5.5,0.8,28.17,40.45,88.2,1.42,7,0
2024-12-25,24.83,6.5,7.36,0.06,15.01,39.11,79.7,1.76,3,0
2024-12-26,23.72,6.76,8.31,0.3,26.92,46.72,82.0,1.77,4,0
2024-12-27,26.66,7.65,8.27,0.8,8.03,22.35,89.2,1.73,1,0
2024-12-28,18.14,6.06,3.95,1.54,67.64,77.15,33.3,0.55,13,1
2024-12-29,25.43,7.05,5.5,0.06,29.31,15.4,85.8,1.91,4,0
2024-12-30,25.9,6.5,6.46,0.1,34.17,16.13,92.7,1.75,4,0
2024-12-31,25.87,7.24,7.26,0.17,9.7,27.06,96.9,1.58,5,0
2025-01-01,26.1,7.06,9.5,0.12,9.09,45.5,95.5,1.68,7,0
2025-01-02,26.58,6.79,5.5,0.34,7.01,33.75,69.2,1.88,8,0
2025-01-03,31.65,8.28,2.17,3.37,57.78,72.06,31.8,0.46,28,1
2025-01-04,27.16,6.89,7.95,0.45,28.93,31.52,76.8,1.57,3,0
2025-01-05,25.81,6.82,9.5,0.52,31.38,29.51,84.8,1.5,3,0
2025-01-06,26.63,7.26,7.74,0.15,34.43,40.36,100.0,1.75,7,0
2025-01-07,32.11,8.21,4.45,3.84,75.01,93.15,45.1,0.83,35,1
2025-01-08,23.27,6.84,7.89,0.18,18.2,13.65,68.0,1.43,3,0
2025-01-09,27.7,7.51,5.5,0.07,9.67,45.22,65.4,1.26,1,0
2025-01-10,29.34,7.15,6.67,0.5,33.42,15.44,77.8,1.25,2,0
2025-01-11,26.35,6.65,7.66,0.01,29.24,17.05,68.7,2.02,2,0
2025-01-12,32.12,8.2,3.3,3.12,93.33,80.63,44.1,0.64,37,1
2025-01-13,28.95,7.17,9.41,0.71,30.91,36.96,92.6,1.88,5,0
2025-01-14,33.0,5.75,3.82,4.3,87.45,81.82,50.0,0.43,35,1
2025-01-15,33.0,5.91,4.46,2.37,53.6,63.14,47.7,0.66,32,1
2025-01-16,33.0,5.9,3.2,4.26,81.85,86.18,35.9,0.77,37,1
2025-01-17,24.14,6.88,8.31,0.12,11.3,29.68,94.5,1.72,3,0
2025-01-18,25.55,6.79,8.09,0.16,33.43,15.05,68.5,1.49,4,0
2025-01-19,28.97,7.53,7.45,0.03,25.05,45.83,80.0,2.21,3,0
2025-01-20,25.11,7.26,7.87,0.35,30.24,26.59,84.9,1.62,6,0
2025-01-21,26.07,6.81,7.14,0.8,8.82,12.89,81.3,1.91,4,0
2025-01-22,26.93,7.54,9.5,0.76,6.47,32.94,86.0,1.57,1,0
2025-01-23,27.95,7.06,8.31,0.17,6.35,46.8,80.2,1.69,3,0
2025-01-24,21.1,8.45,3.54,1.04,81.29,74.63,47.0,0.69,32,1
2025-01-25,24.96,7.22,5.74,0.47,32.45,16.78,87.0,1.08,0,0
2025-01-26,32.46,5.72,4.12,2.04,76.94,77.6,31.6,0.87,30,1
2025-01-27,28.24,7.21,7.15,0.45,27.66,34.27,99.6,2.1,7,0
2025-01-28,29.51,7.02,9.5,0.22,6.15,34.61,68.7,1.6,3,0
2025-01-29,27.59,6.59,6.7,0.06,25.03,34.38,78.0,1.77,5,0
2025-01-30,28.52,6.88,8.19,0.1,29.72,10.21,69.8,1.13,6,0
2025-01-31,28.56,7.01,7.11,0.32,22.76,39.45,77.9,1.74,3,0
2025-02-01,24.05,7.18,8.81,0.12,27.65,35.95,98.4,1.94,0,0
2025-02-02,30.08,7.17,7.27,0.51,22.63,20.09,79.0,1.37,3,0
2025-02-03,27.21,7.26,6.78,0.3,15.22,22.05,100.0,1.68,3,0
2025-02-04,20.15,5.99,3.65,1.95,89.22,76.97,39.2,0.61,34,1
2025-02-05,30.16,6.85,9.24,0.04,6.24,21.26,88.7,1.23,1,0
2025-02-06,30.19,7.2,7.18,0.17,17.51,36.55,74.2,2.5,4,0
2025-02-07,24.22,7.16,7.25,0.37,13.87,33.24,93.7,1.97,4,0
2025-02-08,27.46,6.5,7.96,0.54,26.55,30.93,77.5,2.01,7,0
2025-02-09,28.98,7.29,7.9,0.04,18.53,46.44,85.8,2.11,3,0
2025-02-10,20.7,6.15,2.66,3.47,86.12,68.36,31.3,0.67,33,1
2025-02-11,30.32,6.87,7.15,0.8,17.47,34.04,93.6,1.74,5,0
2025-02-12,27.48,6.94,5.5,0.29,17.15,17.93,85.1,1.87,4,0
2025-02-13,26.97,7.8,7.48,0.06,8.78,47.31,73.8,2.19,8,0
2025-02-14,20.54,5.52,2.68,1.7,60.43,87.93,46.9,0.3,10,1
2025-02-15,32.15,6.06,2.57,2.09,94.29,89.11,44.1,0.63,19,1
2025-02-16,29.6,7.22,9.5,0.8,18.29,33.97,92.5,1.69,4,0
2025-02-17,26.82,6.98,8.15,0.73,30.4,15.1,65.0,1.75,6,0
2025-02-18,25.83,6.68,7.4,0.79,18.62,39.38,84.2,1.69,3,0
2025-02-19,29.67,7.31,8.8,0.2,18.51,17.98,84.8,1.65,4,0
2025-02-20,33.0,5.7,3.72,3.22,86.48,61.57,38.9,0.47,35,1
2025-02-21,20.8,8.22,2.84,2.02,74.35,60.83,32.4,0.55,15,1
2025-02-22,27.45,7.13,9.02,0.28,19.02,35.06,100.0,1.37,3,0
2025-02-23,26.25,7.24,6.73,0.06,27.97,29.74,83.1,1.62,6,0
2025-02-24,29.51,6.95,8.21,0.09,23.49,29.95,84.8,1.78,3,0
2025-02-25,25.31,6.55,7.6,0.04,16.07,38.88,94.0,1.8,6,0
2025-02-26,25.25,6.89,8.65,0.15,17.2,32.43,91.3,1.54,4,0
2025-02-27,27.41,6.97,9.5,0.02,7.08,42.11,89.0,1.52,4,0
2025-02-28,29.15,7.8,7.04,0.32,32.68,12.27,80.0,1.74,4,0
2025-03-01,26.72,7.08,5.5,0.43,21.19,15.16,93.8,1.0,2,0
2025-03-02,28.96,6.92,7.32,0.27,7.61,38.07,91.3,1.61,4,0
2025-03-03,22.22,6.26,3.56,2.96,52.68,69.57,57.7,0.51,34,1
2025-03-04,20.96,8.25,3.79,1.6,54.7,68.31,41.4,0.59,24,1
2025-03-05,25.63,7.06,8.09,0.66,13.49,27.52,80.3,1.52,4,0
2025-03-06,27.39,6.5,5.5,0.18,12.76,38.62,75.3,2.0,4,0
2025-03-07,30.81,7.33,6.41,0.14,25.66,36.84,83.2,1.57,1,0
2025-03-08,28.39,7.68,7.58,0.11,26.31,16.77,87.6,2.06,2,0
2025-03-09,26.25,7.07,8.44,0.06,5.76,11.58,85.6,1.5,4,0
2025-03-10,32.96,8.3,4.42,3.91,62.81,72.72,43.9,0.89,11,1
2025-03-11,28.13,6.94,8.38,0.56,17.55,27.63,97.6,1.88,2,0
2025-03-12,27.02,6.5,6.4,0.05,6.0,28.81,81.9,2.12,4,0
2025-03-13,30.52,7.06,6.8,0.23,16.37,23.61,93.6,1.78,3,0
2025-03-14,33.0,8.25,2.13,1.77,62.34,79.17,34.3,0.38,27,1
2025-03-15,27.95,6.77,9.5,0.32,18.38,18.99,82.4,1.98,2,0
2025-03-16,33.0,8.25,3.23,2.25,87.25,60.79,37.3,0.39,17,1
2025-03-17,29.99,7.11,7.15,0.03,34.48,44.41,89.0,1.75,3,0
2025-03-18,26.59,7.43,8.93,0.62,6.43,25.42,68.1,1.85,3,0
2025-03-19,26.25,6.99,6.99,0.01,19.51,30.04,76.9,1.58,5,0
2025-03-20,32.95,6.06,4.36,1.68,78.88,88.6,46.8,0.45,36,1
2025-03-21,26.08,7.07,7.32,0.26,16.78,33.11,78.8,2.29,3,0
2025-03-22,28.29,6.8,9.5,0.12,26.65,12.99,84.6,1.86,2,0
2025-03-23,20.41,6.18,4.25,2.83,55.15,74.03,36.2,0.42,29,1
2025-03-24,26.83,7.34,5.5,0.24,10.64,44.39,78.2,1.45,3,0
2025-03-25,22.86,8.43,2.35,4.38,86.95,67.16,35.6,0.38,21,1
2025-03-26,23.36,6.1,3.28,3.18,67.79,86.89,42.8,0.57,34,1
2025-03-27,26.51,6.63,9.48,0.33,24.27,47.24,89.3,2.0,5,0
2025-03-28,22.55,5.62,3.83,2.24,86.92,61.56,52.7,0.46,17,1
2025-03-29,25.96,6.85,9.5,0.19,21.13,49.81,81.4,2.19,6,0
2025-03-30,22.01,8.38,2.66,2.8,75.79,92.4,49.4,0.55,13,1
2025-03-31,33.0,8.37,2.76,1.9,76.72,60.55,37.8,0.7,27,1
2025-04-01,23.11,8.21,2.91,2.24,78.64,86.29,50.4,0.42,28,1
2025-04-02,25.14,7.06,8.97,0.15,15.93,10.48,93.4,1.41,3,0
2025-04-03,26.3,6.91,9.32,0.34,28.7,42.61,81.6,1.76,0,0
2025-04-04,33.0,8.46,4.17,2.69,65.12,65.41,42.0,0.52,18,1
2025-04-05,26.54,6.59,9.29,0.01,13.64,40.74,91.6,1.42,3,0
2025-04-06,29.44,7.26,9.38,0.25,33.93,18.69,87.9,1.44,3,0
2025-04-07,33.0,8.23,3.43,1.77,88.8,86.0,42.4,0.58,21,1
2025-04-08,30.83,6.94,8.62,0.56,5.01,16.74,75.0,2.36,3,0
2025-04-09,29.3,6.88,9.5,0.23,7.76,27.8,99.7,1.63,0,0
2025-04-10,27.34,6.98,6.03,0.34,31.24,39.97,75.0,1.44,4,0
2025-04-11,25.14,6.81,6.81,0.41,27.7,36.68,74.8,1.84,6,0
2025-04-12,25.08,6.97,6.47,0.06,19.56,43.21,86.4,1.84,6,0
2025-04-13,20.09,5.97,4.05,1.44,88.59,91.41,58.4,0.54,17,1
2025-04-14,26.46,7.17,7.77,0.8,14.51,47.57,88.0,1.54,4,0
2025-04-15,27.64,7.44,5.5,0.17,33.98,34.16,83.3,1.71,2,0
2025-04-16,26.63,6.75,8.17,0.29,33.08,48.38,85.0,1.5,4,0
2025-04-17,33.0,8.2,3.61,4.12,89.82,84.48,44.0,0.61,13,1
2025-04-18,25.89,7.45,7.07,0.22,14.5,20.33,85.9,1.55,3,0
2025-04-19,29.86,7.0,5.5,0.8,13.22,18.11,94.8,1.5,5,0
2025-04-20,27.72,6.81,9.5,0.42,11.81,18.85,81.0,1.38,6,0
2025-04-21,28.25,7.01,9.4,0.08,12.84,30.48,74.9,1.42,1,0
2025-04-22,26.87,6.73,7.47,0.06,8.08,34.5,87.2,1.59,1,0
2025-04-23,27.14,7.06,7.46,0.56,23.02,37.27,98.3,1.49,1,0
2025-04-24,33.0,8.29,4.31,2.39,78.12,87.29,53.5,0.61,34,1
2025-04-25,30.84,6.6,7.38,0.19,19.84,29.6,68.3,1.78,3,0
2025-04-26,27.17,7.36,6.71,0.34,17.14,27.82,85.2,1.67,1,0
2025-04-27,29.93,7.32,7.16,0.23,25.69,28.77,67.0,1.09,4,0
2025-04-28,20.18,8.39,3.3,3.38,53.86,76.13,52.3,0.89,36,1
2025-04-29,20.71,8.46,2.4,1.72,85.48,65.85,30.9,0.68,32,1
2025-04-30,29.1,7.09,7.53,0.05,26.16,21.66,100.0,1.41,7,0
2025-05-01,26.16,7.53,9.1,0.18,34.06,13.35,75.4,1.15,0,0
2025-05-02,27.82,6.5,9.36,0.21,8.89,40.0,76.1,1.64,6,0
2025-05-03,32.93,8.48,2.22,4.34,91.46,61.89,40.8,0.79,36,1
2025-05-04,28.66,6.99,8.73,0.29,29.91,24.42,65.7,1.26,4,0
2025-05-05,28.15,6.76,7.61,0.01,14.5,37.09,73.4,1.83,2,0
2025-05-06,27.62,7.26,6.08,0.72,12.07,46.33,86.0,1.64,4,0
2025-05-07,26.64,6.56,7.42,0.62,26.36,33.2,69.2,1.78,3,0
2025-05-08,26.5,6.67,7.81,0.37,32.15,27.38,92.9,1.69,4,0
2025-05-09,26.09,6.97,6.68,0.03,24.01,45.21,97.6,2.05,6,0
2025-05-10,26.7,6.6,7.46,0.22,29.42,41.07,91.8,1.98,4,0
2025-05-11,27.77,7.3,8.47,0.02,27.37,30.21,100.0,1.71,3,0
2025-05-12,23.42,8.21,2.38,3.78,85.33,68.31,38.7,0.86,13,1
2025-05-13,30.51,6.68,6.95,0.31,21.09,20.99,100.0,1.66,3,0
2025-05-14,24.54,6.73,9.37,0.15,17.99,15.77,93.5,1.25,2,0
2025-05-15,29.84,7.19,6.96,0.12,13.69,20.78,87.5,1.37,3,0
2025-05-16,33.0,5.84,2.13,2.53,78.04,89.42,50.5,0.43,31,1
2025-05-17,27.03,6.97,5.5,0.09,25.84,40.78,83.0,1.75,2,0
2025-05-18,19.94,8.42,2.75,1.12,51.68,60.92,52.2,0.49,37,1
2025-05-19,28.54,7.19,8.03,0.31,7.02,20.13,80.4,1.83,6,0
2025-05-20,27.77,7.06,9.5,0.61,6.29,32.96,80.5,1.61,3,0
2025-05-21,29.44,7.37,8.03,0.52,6.99,16.83,73.9,1.35,4,0
2025-05-22,25.14,6.97,6.6,0.14,26.3,10.8,87.1,1.14,0,0
2025-05-23,23.02,6.06,2.98,2.09,61.32,72.02,43.8,0.42,13,1
2025-05-24,28.81,6.9,9.32,0.8,19.17,32.15,65.1,1.8,3,0
2025-05-25,24.67,7.53,8.42,0.36,21.43,34.38,80.8,1.68,4,0
2025-05-26,21.77,5.75,3.88,1.49,65.67,73.63,45.3,0.86,13,1
2025-05-27,25.37,7.0,8.64,0.01,8.29,32.92,84.3,1.61,2,0
2025-05-28,30.12,7.38,5.5,0.34,30.43,37.74,77.0,1.75,4,0
2025-05-29,27.74,7.3,5.8,0.19,18.76,49.35,68.8,1.32,4,0
2025-05-30,28.96,6.72,8.29,0.39,20.37,38.48,93.1,2.25,1,0
2025-05-31,25.14,6.5,7.11,0.39,7.21,18.91,81.0,2.18,4,0
2025-06-01,26.52,6.75,8.33,0.11,34.76,11.54,80.6,1.6,3,0
2025-06-02,26.08,6.95,7.36,0.14,29.98,23.05,80.3,1.78,5,0
2025-06-03,27.15,7.18,8.22,0.12,7.85,49.87,83.6,1.91,5,0
2025-06-04,26.0,7.11,6.87,0.58,19.46,41.33,84.7,1.35,2,0
2025-06-05,27.34,6.82,7.59,0.09,26.68,22.85,71.9,1.41,2,0
2025-06-06,28.84,6.74,8.77,0.09,24.37,14.7,85.0,1.72,1,0
2025-06-07,28.59,6.64,6.82,0.18,19.82,22.48,89.2,1.1,6,0
2025-06-08,26.39,7.44,6.19,0.33,10.89,36.86,94.9,2.11,5,0
2025-06-09,32.91,6.02,2.64,1.89,92.7,82.24,34.7,0.73,29,1
2025-06-10,26.2,6.69,7.65,0.13,10.53,14.26,100.0,2.12,2,0
2025-06-11,27.16,6.97,6.79,0.48,20.68,32.0,96.7,2.06,5,0
2025-06-12,33.0,8.38,3.15,1.41,80.28,75.14,54.5,0.42,27,1
2025-06-13,23.63,7.13,7.76,0.26,13.43,46.41,78.8,1.56,4,0
2025-06-14,23.59,7.1,9.5,0.36,6.66,21.38,80.6,2.01,2,0
2025-06-15,31.81,8.36,3.64,3.13,68.53,76.58,42.4,0.81,20,1
2025-06-16,20.26,8.46,3.34,1.21,53.67,82.51,44.0,0.88,39,1
2025-06-17,27.59,6.86,9.5,0.62,30.91,24.86,67.4,1.89,3,0
2025-06-18,32.95,5.76,2.85,3.38,52.62,92.52,36.7,0.9,37,1
2025-06-19,20.61,6.2,2.41,2.43,87.4,83.14,41.8,0.75,11,1
2025-06-20,25.02,7.07,5.81,0.32,10.84,25.63,97.0,1.95,8,0
2025-06-21,19.21,8.28,3.65,3.15,88.21,76.81,56.1,0.52,24,1
2025-06-22,28.31,7.01,8.67,0.24,20.18,18.89,86.6,1.36,4,0
2025-06-23,26.57,6.77,5.5,0.59,20.65,17.74,79.6,1.76,3,0
2025-06-24,21.08,8.32,2.21,1.33,62.03,82.07,45.9,0.34,15,1
2025-06-25,27.17,7.07,6.18,0.37,6.21,25.46,99.2,1.35,1,0
2025-06-26,25.53,7.33,5.5,0.8,10.01,38.71,81.9,1.76,3,0
2025-06-27,19.49,8.31,2.92,1.16,63.51,78.59,42.2,0.46,39,1
2025-06-28,18.37,5.81,3.1,2.65,84.62,63.68,53.1,0.71,16,1
2025-06-29,25.89,6.92,5.5,0.36,29.79,39.25,81.9,1.8,4,0
2025-06-30,32.62,8.49,3.42,4.07,91.77,78.51,52.6,0.56,13,1
2025-07-01,26.96,7.43,5.56,0.01,31.67,35.66,92.5,1.78,8,0
2025-07-02,28.43,6.83,5.96,0.05,5.43,41.28,88.5,1.57,4,0
2025-07-03,26.73,7.04,6.4,0.7,5.36,29.94,94.8,1.15,1,0
2025-07-04,28.91,6.63,6.56,0.25,22.79,24.89,73.8,1.41,2,0
2025-07-05,23.99,6.5,9.23,0.12,12.13,31.42,87.4,1.86,3,0
2025-07-06,26.43,6.61,8.75,0.11,20.37,34.84,92.0,1.87,1,0
2025-07-07,27.17,6.84,6.98,0.73,34.94,17.22,79.9,1.95,1,0
2025-07-08,25.44,7.1,6.14,0.2,25.9,20.85,83.3,1.95,0,0
2025-07-09,24.77,6.53,6.26,0.32,30.04,32.34,84.6,1.55,3,0
2025-07-10,22.71,7.3,5.79,0.11,33.88,23.92,92.0,2.02,3,0
2025-07-11,22.67,6.5,9.02,0.53,16.99,11.36,86.9,2.09,3,0
2025-07-12,27.37,7.09,9.5,0.43,24.93,19.83,87.0,1.64,1,0
